X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,BUI,FWI,log_area,month_num,day_num
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32,111.84433099812463,4.28682653430775,2.511223958105374,9,1
1,5,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,176.4976632061384,30.102377856962164,2.528125768907977,9,2
6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,37.53294300510197,15.051510747771266,2.5726122302071057,3,7
7,4,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05,10.372144846315129,1.9289858706865726,2.642622395779755,2,7
8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,66.4550647320719,16.01321249822907,2.6878474937846906,10,3
5,6,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,49.95618727559202,18.577718086852258,2.7073833121145063,3,6
4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,184.53007913007787,36.394270321571774,2.745345985845907,9,4
2,2,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0.0,15.45,175.73242813149537,59.558930129356305,2.800325477211381,8,6
7,5,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,176.4976632061384,30.102377856962164,2.9014215940827497,9,2
6,5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,163.60882887519188,42.70268262149059,3.007166651179654,9,5
8,3,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,124.92575356322916,50.33937568510835,3.1949928844048685,9,4
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,75.4067198389895,20.671156194332923,3.2280337626529665,10,6
7,4,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0,175.73242813149537,59.558930129356305,3.295836866004329,8,6
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,130.1911054634269,47.399987567924,3.3006401266708405,9,5
7,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,52.048006210160395,13.564662059356657,3.3446270301737613,3,1
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,35.74186677227423,15.592700414327753,3.389799336709786,3,6
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,35.74186677227423,15.592700414327753,3.389799336709786,3,6
4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,170.49269892484364,34.04376772640374,3.4170707308184456,9,7
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,138.7456248665671,28.552062822790234,3.4442568711226023,9,1
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,180.58126543016755,36.26162701497758,3.487986511734546,9,3
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,39.619694403396736,13.804988689463622,3.492256112609122,3,1
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,142.8482617582855,26.554408108398693,3.4986265269937014,8,7
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,188.96368919254627,47.629368116577616,3.607669398688393,9,5
4,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,52.048006210160395,13.564662059356657,3.6336309798834576,3,1
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,149.97174762574195,28.395560150317657,3.6381123370602833,7,5
7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,129.3589904021174,25.374853396886344,3.6560979645895566,9,3
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,197.4497073099845,33.798986235016876,3.902982260775997,9,7
7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,82.61050957336941,30.772002193520958,3.9193957597575593,10,1
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,114.78021304496286,37.54820053697899,4.08260930600368,8,6
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,197.4497073099845,33.798986235016876,4.175924549214524,9,7
8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,114.78021304496286,37.54820053697899,4.280824129164719,8,6
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,180.58126543016755,36.26162701497758,4.494126887194767,9,3
1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,197.4497073099845,33.798986235016876,4.566221435849517,9,7
6,4,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39,176.4976632061384,30.102377856962164,4.648133885420207,9,2
9,4,sep,tue,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66,115.30853401883533,14.927395335366821,4.669646205172456,9,2
4,5,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88,167.15926930315928,34.165757921731306,5.049086480470509,9,6
8,6,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,178.89985377016166,39.70439257661617,5.285637313390662,8,7
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94,167.15926930315928,34.165757921731306,5.307970623576175,9,6
1,2,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88,176.4976632061384,30.102377856962164,5.365415110080531,9,2
6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84,167.15926930315928,34.165757921731306,6.995619625423205,9,6
7,5,apr,sun,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0,3.0779220774224156,1.8080162370348358,0.0,4,7
6,3,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0,17.299421964817935,5.649936831359661,0.0,4,3
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0,27.69056077973371,4.611664702983262,0.0,4,5
2,4,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13,161.10036286450875,44.099606388137445,2.4096441652874536,8,7
7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0,215.54318591019472,48.15635782799883,0.0,8,7
2,4,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,215.54318591019472,48.15635782799883,1.3532545070416904,8,7
3,4,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,215.54318591019472,48.15635782799883,0.5653138090500605,8,7
5,4,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,215.54318591019472,48.15635782799883,0.08617769624105233,8,7
2,4,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,125.934370733941,33.80140152190438,0.5596157879354227,8,3
8,6,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0,197.88086230435903,47.05364253299451,0.0,8,3
3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,197.88086230435903,47.05364253299451,1.244154593958768,8,3
8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,197.88086230435903,47.05364253299451,0.5187937934151676,8,3
8,5,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,197.88086230435903,47.05364253299451,0.2151113796169455,8,3
6,5,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,197.88086230435903,47.05364253299451,0.19062035960864973,8,3
7,4,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,147.2930232553748,31.53076409443853,0.9242589015233319,8,4
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,177.582646465232,28.05519476928206,2.428336298299606,8,4
2,5,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.0,120.58965400619692,21.197311398400117,0.0,8,4
8,6,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02,155.82866948817116,39.491459757890425,2.199444334074532,8,6
4,3,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68,155.82866948817116,39.491459757890425,0.5187937934151676,8,6
3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,211.36004644676126,47.846022640386,0.0,8,6
7,4,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,211.36004644676126,47.846022640386,0.8671004876833833,8,6
2,4,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,134.888592309708,45.04022600983694,2.2874714551839976,8,1
3,4,aug,fri,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,150.8318501166545,34.08107745407233,1.4586150226995167,8,5
2,4,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,150.8318501166545,34.08107745407233,1.6582280766035324,8,5
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,180.8137902933727,30.527964648883863,0.9400072584914712,8,5
4,4,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,207.91270618042435,46.20814958158334,2.020222182019865,8,5
4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,139.5896252167424,45.92603006118946,0.5822156198526637,8,2
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17,170.78030650886214,63.42371696315931,0.15700374880966475,8,2
2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,193.21211887998174,48.640113606230436,0.0,8,2
3,4,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,193.21211887998174,48.640113606230436,0.0,8,2
4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,193.21211887998174,48.640113606230436,1.6863989535702288,8,2
2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,193.21211887998174,48.640113606230436,0.41871033485818504,8,2
8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,193.21211887998174,48.640113606230436,2.329227023940467,8,2
2,5,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,193.21211887998174,48.640113606230436,1.4085449700547104,8,2
4,6,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,45.62372479213747,15.987111347226081,2.300583090323373,12,7
8,6,dec,wed,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,46.48846970026829,13.33168581747241,2.5006159434931803,12,3
4,6,dec,thu,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,44.46315789447092,5.560806401203038,1.8531680973566984,12,4
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,42.993126814841524,6.973990656184445,2.93651291389402,12,1
3,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,42.993126814841524,6.973990656184445,2.462149662665384,12,1
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,42.993126814841524,6.973990656184445,3.136797713832594,12,1
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,42.993126814841524,6.973990656184445,2.3767644911682972,12,1
4,6,dec,fri,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,44.900059615804814,10.633831985734478,2.329227023940467,12,5
6,5,dec,tue,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,42.993126814841524,6.973990656184445,3.2492110246642736,12,2
6,3,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,46.044997039395824,9.225695252112557,0.0,2,7
3,4,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,7.012499999501953,2.6629269209175024,0.7419373447293773,2,3
5,4,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,5.520142602003553,5.085153233664045,3.228430037673012,2,5
2,5,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,169.64057688753255,43.25570329320878,0.0,7,7
7,6,jul,wed,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,183.00116883550024,44.309744931528336,0.0,7,3
7,4,jul,sat,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,134.57867826987157,33.155749148400325,0.0,7,6
7,4,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,134.57867826987157,33.155749148400325,0.0,7,6
7,4,jul,sat,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,134.57867826987157,33.155749148400325,0.0,7,6
2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,134.57867826987157,33.155749148400325,0.0,7,6
9,4,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,134.57867826987157,33.155749148400325,2.1972245773362196,7,6
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,130.36623883883104,25.732553314788383,1.2919836816486494,7,5
7,6,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,180.30088414137688,40.721690967299885,4.471067201464611,7,2
8,6,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,118.1231558299965,30.38883506029925,2.0241930674493576,7,2
7,5,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,180.30088414137688,40.721690967299885,0.0,6,7
6,4,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,101.16256923476261,23.305091489942487,0.6418538861723948,6,7
8,6,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,101.16256923476261,23.305091489942487,0.0,6,7
8,6,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,149.3241194584528,42.843635997537014,0.0,6,3
6,5,jun,sat,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,80.71869681448628,0.9530376034677167,0.0,6,6
6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,104.68704243857773,26.46096528004277,0.0,6,1
6,5,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,104.68704243857773,26.46096528004277,1.5085119938441398,6,1
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,94.08620440980269,24.18103834983095,0.0,6,5
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,94.08620440980269,24.18103834983095,0.0,6,5
6,5,may,sat,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,34.67247007569814,7.969456876521776,0.0,5,6
1,4,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,129.9499864795578,23.96881421643043,0.0,9,7
7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,129.9499864795578,23.96881421643043,0.3435897043900769,9,7
3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,129.9499864795578,23.96881421643043,1.8213182714695995,9,7
2,4,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,156.86872677450404,36.93375805996619,0.0,9,7
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,156.86872677450404,36.93375805996619,0.0,9,7
7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,156.86872677450404,36.93375805996619,0.0,9,7
6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,156.86872677450404,36.93375805996619,2.727199019940971,9,7
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,79.41836759494156,0.9423238105405446,0.0,9,7
6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,168.31332582543095,34.74056582429811,0.0,9,3
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,168.31332582543095,34.74056582429811,0.9477893989335261,9,3
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,190.80311890796878,31.090585432038488,0.0,9,3
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,145.17865088237275,32.952075295952454,0.0,9,4
4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,145.17865088237275,32.952075295952454,1.5644405465033646,9,4
6,5,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,172.50046253429116,31.39218748149091,0.0,9,4
5,4,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,172.50046253429116,31.39218748149091,1.6882490928583902,9,4
6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,172.50046253429116,31.39218748149091,3.5655812377694427,9,4
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,172.50046253429116,31.39218748149091,2.105352923464337,9,4
6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,172.50046253429116,31.39218748149091,0.6981347220709844,9,4
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,193.36735762372138,29.974543403499023,1.1568811967920856,9,4
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,90.08607800938765,19.444216520850908,1.6900958154515549,9,4
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,152.65018615003063,32.90339747303044,0.0,9,6
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,152.65018615003063,32.90339747303044,0.0,9,6
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,152.65018615003063,32.90339747303044,0.0,9,6
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,152.65018615003063,32.90339747303044,0.0,9,6
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,152.65018615003063,32.90339747303044,1.4655675420143985,9,6
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,152.65018615003063,32.90339747303044,2.0255131996542803,9,6
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,178.85803127501842,34.3602800469632,2.8118094353930627,9,6
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,178.85803127501842,34.3602800469632,2.503073953743449,9,6
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,134.504110171387,34.36058847404287,1.1410330045520618,9,1
2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,160.03400966144923,27.12248114196098,0.0,9,1
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,160.03400966144923,27.12248114196098,0.0,9,1
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,160.03400966144923,27.12248114196098,0.0,9,1
6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,160.03400966144923,27.12248114196098,4.04375277610604,9,1
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,160.03400966144923,27.12248114196098,2.1377104498038118,9,1
2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,160.03400966144923,27.12248114196098,0.9042181506398859,9,1
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,160.03400966144923,27.12248114196098,1.5953389880545987,9,1
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,163.96076413662055,28.179713660657455,0.0,9,1
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,185.46157989979807,31.81128378255864,0.0,9,1
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,185.46157989979807,31.81128378255864,1.1568811967920856,9,1
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,185.46157989979807,31.81128378255864,1.9600947840472698,9,1
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,185.46157989979807,31.81128378255864,1.9213246735826988,9,1
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,185.46157989979807,31.81128378255864,3.3738261848660236,9,1
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,148.63960515675706,35.683104816563706,0.0,9,5
3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,148.63960515675706,35.683104816563706,0.0,9,5
5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,148.63960515675706,35.683104816563706,0.9707789171582247,9,5
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,148.63960515675706,35.683104816563706,1.5496879080283263,9,5
4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,148.63960515675706,35.683104816563706,2.1174596088673567,9,5
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,148.63960515675706,35.683104816563706,1.1085626195212777,9,5
7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,148.63960515675706,35.683104816563706,1.000631880307906,9,5
7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,148.63960515675706,35.683104816563706,1.9416152247724325,9,5
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,148.63960515675706,35.683104816563706,2.643333886382519,9,5
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,148.63960515675706,35.683104816563706,0.8153648132841945,9,5
6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,176.01790444830544,38.6120014403798,0.0,9,5
6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,176.01790444830544,38.6120014403798,0.0,9,5
1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,176.01790444830544,38.6120014403798,2.21046980408624,9,5
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,176.01790444830544,38.6120014403798,0.7371640659767197,9,5
4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,176.01790444830544,38.6120014403798,1.597365331199831,9,5
7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,92.8943123058345,33.582066085018624,0.41871033485818504,9,5
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,163.96076413662055,28.179713660657455,1.3686394258811698,9,2
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,163.96076413662055,28.179713660657455,1.8946168546677629,9,2
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,163.96076413662055,28.179713660657455,3.0459499897146083,9,2
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,188.0226276410115,44.49752291977684,1.0116009116784799,9,2
4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,188.0226276410115,44.49752291977684,0.0,9,2
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,143.23709636243626,32.30749483958033,2.613006652415316,9,6
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,300.7885080972709,31.814198481551024,0.0,9,7
7,4,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,300.7885080972709,31.814198481551024,2.4898941912990393,9,7
3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,162.75904037401182,32.36633119432286,0.0,7,3
4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,230.32221748351742,34.33549065451709,0.0,8,7
5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,247.67836760671196,48.85296444726862,0.0,8,4
6,5,sep,fri,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,313.91128266735126,32.73081541634062,2.9601050959108397,9,5
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,143.23709636243626,32.30749483958033,3.6975913947159578,9,6
8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,233.97731283036308,34.65462721584358,0.0,8,1
2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,255.65163785385843,35.390033166654945,5.168379509433644,8,6
6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,18.687501552600786,11.387069578128653,0.0,3,4
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,2.1652598334458046,0.0,0.0,1,7
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,130.54263043279778,39.418087867698496,2.166765369851511,7,3
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,221.23873254991972,30.44746696243298,2.8524391037275145,8,4
8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,243.40773749191126,57.31394289361731,1.925707441737794,8,3
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,272.3944137324113,29.272663702747035,3.7812307151781224,8,4
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,298.3101622767054,33.57742991331357,2.578700529074361,8,6
2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,208.46311840513846,32.61138931374596,2.833213344056216,8,7
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,146.28037288952817,39.73834872335988,3.2422016501716975,9,7
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,18.687501552600786,11.387069578128653,0.0,3,4
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,251.79861874067697,44.55240407683216,3.392492941032009,8,5
7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,251.79861874067697,44.55240407683216,0.0,8,5
7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,13.500304691849474,5.259956018631513,2.3942522815198695,2,1
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,139.47023335194427,28.874554842543546,3.4397768636296306,9,5
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,300.7885080972709,31.814198481551024,4.27332721775054,9,7
2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,14.817130396975722,13.491948100229092,0.0,3,2
